Letter_ID,Sender_ID,Sender_Name,Recipient_ID,Recipient_Name,Date,Dispatch_Location,Dispatch_Location_Abbr,Mentioned_Person_ID,Mentioned_Person,Mentioned_Org_ID,Mentioned_Org,Mentioned_Places_Abbr,Mentioned_Places,Recipient_Adress,Mentioned_Works_IDs
B18660316AK,peHI,HENRIK IBSEN,peAK,ANTON KLUBIEN,1866-03-16,ROMA,Rom,"'peFH, peOE, peJCo, peJSo'",,orgSF,,"'Rom, Sorr, Ge, Ol, Su, Cer, Ti'","'Rom, Sorent, Genazzano, Olevano, Subiaco, Cerrano, Tivoli'",,"'woBr, woPG'"
B18660322JG,peHI,HENRIK IBSEN,peJG,JOHN GRIEG,1866-03-22,ROMA,Rom,peEGr,,,,"'N, D, Dre'","'vort eget Land, Tydskland, Dresden'",,woKE
B18660415GS,peHI,HENRIK IBSEN,peGS,GEORG SIBBERN,1866-04-15,ROMA,Rom,peKongK4,,,,N,Norge,,woBr
B18660415KongK4,peHI,HENRIK IBSEN,peKongK4,KONG KARL 15.,1866-04-15,ROMA,Rom,,,orgStort,,"'It, Kbh, N, Kri'","'Italien, Kjøbenhavn, mit Fædrelands Grændser, Christiania'",,woBr
Budat186604AK,peHI,HENRIK IBSEN,peAK,ANTON KLUBIEN,1866-04,[ROMA],NN,peEGr,,,,,,,
B18660425GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1866-04-25,ROMA,Rom,"'peLED, peJB, peDrEr, peFWo, pePK, peAP, peCD, peFH, peCP'",,orgSF,,"'Rom, Na, Sorr, Gi, Kbh'","'hernede, det Neapolitanske, Sorento, St: Giacomo, Kjø, n'","'Hr: Cand: mag: , Krystalgade N,  6, 3, Copenaghen.'",
B18660425FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-04-25,ROMA,Rom,,,,,"'Dk, N, Sorr'","'Danmark, Norge, Sorent'",,woBr
B18660504MB,peHI,HENRIK IBSEN,peMB,MICHAEL BIRKELAND,1866-05-04 - 1866-05-05,ROMA,Rom,"'peKongK4, peGS, peBB, peOAB, pePBH, peJLo, peAFK, peCD, peJLH, peCHau, peMBi, peOF, peFStang'",,orgStort,,"'N, Sthlm, Dk, Kbh, Rom, Vat'","'Norge, Stokholm, Danmark, Kjøbenhavn, Rom, Pavestaten'","'Hr: Rigsarkivar M Birkeland., a Christiania, (Norvegia.)'","'woBr, woKE'"
B18660505BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1866-05-05,ROMA,Rom,"'peMB, peKongK4, peGS, peBD, peHHolm, peFB, peKBj, peMT'",,"'orgChrTh, orgStort'",,Kri,Christiania,"'Till, Digteren Bjørnstjerne Bjørnson., Christiania'",
B18660505BD,peHI,HENRIK IBSEN,peBD,BERNHARD DUNKER,1866-05-05,ROMA,Rom,"'peOF, peHad, pePrax, peMyr'",,orgStort,,"'Kap, Vat, ViBo, ViLu'","'Capitoliets, Vatikanets, Villa Borghese, Villa Ludovisi'","'Hr: Regjeringsadvokat Dunker., Christiania.'",
B18660516HCTh,peHI,HENRIK IBSEN,peHCTh,HARALD THAULOW,1866-05-16,ROMA,Rom,peREP,,,,,,,
B18660521FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-05-21,ROMA,Rom,"'peGr, peGS, peFStang, peKongK4, peCHau, peCP, peGB, peECR, peHFH, peVL, peGAKH'",,"'orgStort, orgKNVS'",,"'Pa, Trhm, Sthlm, Kri, N'","'Paris, Throndhjem, Norge'",,"'woBr, woKG'"
B18660528MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1866-05-28,ROMA,Rom,"'peFH, peECR'",,,,"'Kri, Fras, Alfj'","'Chr-a, Frascati, Albanerbjergene'",,woBr
B18660602GS,peHI,HENRIK IBSEN,peGS,GEORG SIBBERN,1866-06-02,ROMA,Rom,peKongK4,,,,"'Kri, Sthlm'","'Christiania, Stokholm'",,woBr
B18660606LH,peHI,HENRIK IBSEN,peLH,LARS HANSEN,1866-06-06,FRASCATI,Fras,"'peAuLor, peCPC, peGuB, peJB'",,,,"'Kbh, Rom'","'Kjøbenhavn, Rom'",,
B18660609FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-06-09,FRASCATI,Fras,"'peHFH, peGB, peBB, peSKi'",,orgChrTh,,"'Kri, Sthlm'","'Chr-a, Stokholm'",,woBr
B18660618NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1866-06-18,FRASCATI,Fras,,,,,,,"'All’ illustrissimo Maestro, Il Signore Nicolo Ravnkilde., Indirizz: all Cav: J. Bravo,, Consigliere di Stato di Danimarca,, Console di Svezia & Norvegia., Roma.'",
B18660722PBH,peHI,HENRIK IBSEN,pePBH,PAUL BOTTEN-HANSEN,1866-07-22,FRASCATI,Fras,"'peFB, peJB, peSuI, peJoBH, peCic, peJLo'",,"'orgSF, orgStort'",,"'Sthlm, Kri, Rom, Camp, Fras, Alfj, PaGr, Tus, Mdh, Sab, Ap, Na, MoSo'","'Stokholm, Kristiania, Rom, Campagnen, Frascati, Albanerbjergene, Palazzo Gratiosi, Tusculum, Middelhavet, Sabinerland, Appeninerne, neapolitanske, Mons Soracte'","'Herr Universitetsbibliothekar, P. Botten-Hansen'",woBr
B18660724Kdep,"peHI', 'peAuLor', 'peJB","HENRIK IBSEN', 'AUGUST LORENZ', 'JOHAN BRAVO",orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1866-07-24,ROMA,Rom,"'peAuLor, peJB'",,,,,,'Til Den kongelige norske Regjerings Departement for Kirke- og\n                        Undervisningsvæsenet i Christiania.',
B18660822FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-08-22 - 1866-08-24,FRASCATI,Fras,"'peGS, peFStang, peGB, peEGr'",,,,"'Dk, Kbh, Sthlm, Kri, He'","'Danmark, Kjøbenhavn, Stokholm, Kristiania, Grækenland'","'Herr Cancelliraad Hegel., Copenaghen., Danimarca.'","'woBr, woKK'"
B18660824EGr,peHI,HENRIK IBSEN,peEGr,EDVARD GRIEG,1866-08-24,FRASCATI,Fras,"'peBB, peSuI'",,orgChrTh,,Sthlm,Stokholm,"'Till, Komponisten Hr. Edvard Grieg.'",
B18660920JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1866-09-20,FRASCATI,Fras,,,,,,,,
B18661005FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-10-05,ROMA,Rom,"'peJLi, pePBH, peJDy, peECR, peCP, peMSa, peAuLa'",,,,Kbh,Kjøbenhavns Klasselotteri;,,"'woKK, woBr'"
B18661005MB,peHI,HENRIK IBSEN,peMB,MICHAEL BIRKELAND,1866-10-05,ROMA,Rom,"'peJHT, peFStang, peFH, peJLi, peJDy, peOAB, peJLo, pePBH, peJES, peLDa, peBB, peSuI, peChar, peMBi'",,,,"'Pa, He, N, Sorr'","'Paris, Grækenland, Norge, Sorrent'",,woKK
B18661102FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-11-02,ROMA,Rom,"'peECR, peBD, peLD, peALCL, peKongChr4, peGS, peKongK4, peBB, peNR, peFB, pePBH, peMB, peMSa, peHNC'",,,,"'Sthlm, N'","'Stokholm, Norge'",,"'woBr, woKK, woPG'"
B18661111CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1866-11-11,ROMA,Rom,"'peFH, peECR, peBB, peCNJ'",,,,"'Dk, Na, Rom'","'Danmark, Neapel, hernede'","'Herr Generalkonsul Tønsberg., Ridder af Dannebrog og fl:\n                        O:, Adr: Bredgade N,  14., Copenaghen., Danimarca.'",woPG
Budat18661117BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1866-11-17,[ROMA],Rom,"'peHJN, peBD, peCic, peKBj, peMT, peMTh, peSuI, peFB, peNR'",,"'orgSF, orgChrTh, orgStud'",,"'Rom, Kbh, N'","'Roms, Kjøbenhavn, Norge'",,woBr
B18661123FH2,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-11-23,ROMA,Rom,peNR,,,,,,"'Herr Cancelliraad Hegel, Kjøbenhavn.'",
B18661123FH1,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1866-11-23,ROMA,Rom,peCEH,,,,Kbh,Kjøbenhavn,,
B18661210SF,"peHI', 'peJCo","HENRIK IBSEN', 'JANUS LA COUR",orgSF,DEN SKANDINAVISKE FORENING I ROMA,1866-12-10,ROMA,Rom,,,,,,,,
B18661215CT,peHI,HENRIK IBSEN,peCT,CHRISTIAN TØNSBERG,1866-12-15,ROMA,Rom,peCNJ,,,,,,,
B18670105FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-01-05,ROMA,Rom,"'peAlB, peLD, peALCL, peCP, peJLi'",,,,N,Norge,,"'woKK, woBr, woPG'"
B18670209BJC,"peHI', 'peJB","HENRIK IBSEN', 'JOHAN BRAVO",peBJC,CARL BERLING,1867-02-09,ROMA,Rom,,,orgSF,,,,,
B18670304NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1867-03-04,ROMA,Rom,,,,,,,"'All Illmo Signore, Il Maestro N: Ravnkilde., Via di Ripetta, N,  39., Roma.'",
B18670308FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-03-08,ROMA,Rom,"'peMAG, peAxF, peHRi, peHHe, peSKi, peNR, peALCL, peAnL, peHNC, pePAAH, pePMOL, peBB'",,orgChrTh,,"'Sthlm, Kri'","'Stockholm, Christiania'",,"'woPG, woBr, woKK'"
B18670309CP,peHI,HENRIK IBSEN,peCP,CLEMENS PETERSEN,1867-03-09,ROMA,Rom,peFH,,,,,,,woBr
B18670327FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-03-27,ROMA,Rom,"'peVB, peHNC, pePMOL, peEPHH, pePHe, peVHei'",,,,Sorr,Sorrento,,"'woBr, woPG, woKK'"
B18670502FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-05-02,ROMA,Rom,"'peVB, peAuLa, peJB'",,,,"'Isc, Dk, Kbh'","'Ischia, Danmark, Kjøbenhavn'",,"'woKK, woBr'"
B18670516VB,peHI,HENRIK IBSEN,peVB,VILHELM BERGSØE,1867-05-16,ROMA,Rom,"'peLH, peMS'",,,,"'Rom, Na, Isc, Sen'","'Rom, Neapel, Ischia, la piccola Sentinella'",,
B18670808FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-08-08,ISCHIA,Isc,"'peDD, pePGy, pePCA, peCP, peVB, peCKFM, peGB'",,,,"'Rom, Na, Gud, Na, Sorr'","'Rom, Neapel, Gudbrandsdalen, Sorrento'",,"'woPG, woKK'"
B18670918FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-09-18,SORRENTO,Sorr,"'peAuLa, peBB, peCKFM, peDD'",,,,Na,Neapel,,woPG
B18671015MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1867-10-15,SORRENTO,Sorr,"'peSaLu, peDFa, pePCA, peFH, peTK, peAxT, peCT, peSuI, peSiI'",,,,"'Kbh, It, Isc, Rom, Vat, N, Pom'","'Kjøbenhavn, Italien, Ischia, Rom, Pavestaten, Norge, Pompeji'",,woPG
B18671016JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1867-10-16,SORRENTO,Sorr,"'peGuB, peALo, peLFGS, peSuI'",,,,"'Rom, Kbh'","'Rom, Kjøbenhavn'",,woPG
B18671018FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-10-18,SORRENTO,Sorr,"'peGB, peBB, peCP, peVB, peJB, peAuLa'",,,,Rom,Rom,,woPG
B18671021JC,peHI,HENRIK IBSEN,peJC,JONAS COLLIN,1867-10-21,SORRENTO,Sorr,"'peVB, peEC, peGGa, peSuI, peLASc, peGB'",,,,"'Rom, Isc, Sorr, Na, Vat, Pom, Fir, Kbh'","'Rom, Ischia, Sorrento, Neapel, Pavestaten, Pompeji, Florentz, Kjøbenhavn'","'Herr Cand: magister Jonas Collin., Adr: Dronningens Tvergade No 19., Copenaghen., (Danimarca.)'",woPG
B18671104JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1867-11-04,SAN GERMANO,SanGer,"'peDD, peVB, peCSAB, peSuI'",,,,"'Vat, Rom, Na, Sorr, Pom'","'pavelige Grænse, Rom, Neapel, Sorrento, Pompeji'",,woPG
B18671108JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1867-11-08,SAN GERMANO,SanGer,"'peGuB, peALo'",,,,Rom,Rom,,
B18671123FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1867-11-23,ROMA,Rom,"'peGB, peJAAFD'",,,,"'N, Kri, Vat'","'Norge, Christiania, Pavestaten'",,"'woBr, woPG'"
B18671209BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1867-12-09 - 1867-12-10,ROMA,Rom,"'peCP, peMaMo, peCPP, peKBj'",,,,"'Kbh, N, Dk'","'Kjøbenhavn, Norge, Danmark'",,"'woPG, woBr'"
B18671228BB,peHI,HENRIK IBSEN,peBB,BJØRNSTJERNE BJØRNSON,1867-12-28,ROMA,Rom,"'peCP, peJWGo, peFH, peJB, pePMOL, peABla, peJHT, peKBj'",,orgChrTh,,"'NoIt, N'","'Norditalien, Norge'",,
B18680127HHag,"peHI', 'peJLHB', 'peJB', 'peVB', 'peOVM","HENRIK IBSEN', 'JOHN BÖRJESON', 'JOHAN BRAVO', 'VILHELM BERGSØE', 'OTTO VALDEMAR                        MOURIER",peHHag,HANS HAGERUP,1868-01-27,ROMA,Rom,"'peMAG, pePW'",,orgSF,,Kbh,Kjøbenhavn,,
B18680221JdB,"peHI', 'peJLHB', 'peJB', 'peVB', 'peOVM","HENRIK IBSEN', 'JOHN BÖRJESON', 'JOHAN BRAVO', 'VILHELM BERGSØE', 'OTTO VALDEMAR                        MOURIER",peJdB,JOHAN DE BESCHE,1868-02-21,ROMA,Rom,,,orgSF,,,,,
B18680223SF,peHI,HENRIK IBSEN,orgSF,DEN SKANDINAVISKE FORENING I ROMA,1868-02-23,ROMA,Rom,,,,,,,,
B18680224FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-02-24,ROMA,Rom,"'peBB, peGB, pePHj, peSiI'",,,,"'SE, N, Dk, Kri'","'Sverig, Norge, Danmark, Christiania'",,"'woBr, woPG, woUF'"
B18680310SF,"peHI', 'peLH', 'peJLHB', 'peJFK","HENRIK IBSEN', 'LARS HANSEN', 'JOHN BÖRJESSON', 'JOHANNES FRITIHOF                           KJELLBERG",orgSF,DEN SKANDINAVISKE FORENING I ROMA,1868-03-10,ROMA,Rom,,,,,,,"'Til, Bestyrelsen for den skand: Forening, i Rom.'",
B18680331MT,peHI,HENRIK IBSEN,peMT,MAGDALENE THORESEN,1868-03-31,ROMA,Rom,"'peJdB, peTK, peAxT'",,orgSF,,"'It, Kri, N, Vat, Sthlm'","'Italien, Kristiania, vort Land, Pavestatens, Stokholm'",'Fru Magdalene Thoresen.',
B18680427FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-04-27,ROMA,Rom,"'peHLo, peBB, peGB'",,,,"'NoIt, Ty, Pa, Fir'","'Norditalien, Tyrol, Paris, Florentz'",,
B18680622JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1868-06-22,BERCHTESGADEN,BerGad,"'peAHas, peFH, peHLo, peOF, peNR, peOVM, peHJBu'",,orgGyl,,"'Rom, Fir, Bol, Ven, Bo, Bay, Tu'","'Rom, Florents, Bologna, Venedig, Botzen, Bayern, Turin'",,
B18680728FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-07-28,BERCHTESGADEN,BerGad,"'peBB, peJB, peLH, peMT, peAHas'",,,,"'Fir, Ty, Mun, Dre, Pa, Sal, Kbh, It, Bay'","'Florentz, Tyrol, München, Dresden, Salzburg, Kbhvn, Italien, Bayern'",,woBr
B18680820FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-08-20,BERCHTESGADEN,BerGad,"'peECR, peGRo, peCHau, peLD'",,,,"'Sal, Ga, Kbh, Sthlm'","'Salzburg, Gastein, Kjøbenhavn, Stokholm'",,"'woUF, woKE'"
B18680922FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-09-22,MÜNCHEN,Mun,peCBa,,orgKT,,"'Dre, N, Mun, Tu'","'Dresden, Norge, Münchens virkelige Kunstskatte, Turin'",,"'woKE, woUF'"
B18681002FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-10-02,MÜNCHEN,Mun,peCBa,,,,"'BerGad, Mun, Dre'","'Berchtesgaden, München, Dresden'",,
B18681010FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-10-10,DRESDEN,Dre,,,,,"'Mun, Dre'","'München, Dresden'",,"'woUF, woBr'"
B18681031FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-10-31,DRESDEN,Dre,"'peGB, peJB, peRS, peVB'",,orgKT,,"'N, Dk, Rom, Dre, D'","'Norge, Danmark, Rom, Dresden, Tydsklands'",,"'woUF, woBr, woKE'"
B18681031RS,peHI,HENRIK IBSEN,peRS,RUDOLPH SCHMIDT,1868-10-31,DRESDEN,Dre,"'peRNi, peCP'",,,,"'Rom, It'","'Rom, Italien'","'Herr Cand: mag: Rudolf Schmidt, Klareboderne N,  16, 2,  Sal., Kopenhagen.'",woUF
B18681222FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1868-12-22,DRESDEN,Dre,"'peGB, peJB, peHLo, peHJGr, peMT, peVB, peCPP, peCKFM, pePFSt, peCLFl, peJH, peSuI, peMTh'",,,,"'Tu, Rom, BerGad, Kbh, Ty, Dk, N'","'Turin, Rom, Berchtesgaden, Kjøbenhavn, Tyrol, Danmark, Norge'",,woUF
Budat1866-68NR,peHI,HENRIK IBSEN,peNR,NIELS RAVNKILDE,1866 - 1868-04,[ROMA],Rom,,,orgSF,,,,"'Illmo Signore, Il Maestro N: Ravnkilde'",
B18690122FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-01-22,DRESDEN,Dre,"'peHLo, peJB, peSpi, peMT, peKAWi, peJWC, peGECG, peRS'",,,,Rom,Rom,,woUF
B18690126RS,peHI,HENRIK IBSEN,peRS,RUDOLPH SCHMIDT,1869-01-26,DRESDEN,Dre,peBB,,,,,,"'Hr: Cand: magist: Rudolf Schmidt., Klareboderne. 16. 2., Kopenhagen.'",
B18690210PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-02-10,DRESDEN,Dre,"'peFH, peHelm'",,,,"'Dk plN plSE, Kri'","'de tre skandinaviske Lande, Christiania'",,woBr
B18690216Kdep,peHI,HENRIK IBSEN,orgKdep,KIRKE- OG UNDERVISNINGSDEPARTEMENTET,1869-02-16,DRESDEN,Dre,"'peLD, peJB, peTMom, peJAWN, peGGa'",,orgSF,,"'SE, D, Fr, It, N, Kbh, Berl, Pra, Wien, Tri, Ven, Mil, Gen, Liv, Rom, Genz, Alfj, FoRom, PAL, Cate, Titu, Aric, SAB, Ti, Fras, Tus, Na, Isc, Sorr, Ama, Sale, Pom, Vat, SanGer, Fir, Ver, Sal, Ty, Mun'","'Sverig, Tyskland, Frankrig, Italien, Norge, Kjøbenhavn, Berlin, Prag, Wien, Triest, Venedig, Milano, Genua, Livorno, Rom, Genzano, Albanerbjergene, forum romanum, Palatin, Caracallas, Titus’s Thermer, Ariccia, Sabinerbjergene, Tivoli, Frascati, det gamle Tusculum, Neapel, Ischia, Sorrento, Amalfi, Salerno, Pompeji, Pavestaten, San Germano, Florentz, Verona, Salzburg, Tyrol, München'",,"'woBr, woPG, woUF, woKK'"
B18690220FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-02-20,DRESDEN,Dre,"'peBB, peCFR, peMT, peSiI, peTho, peRS'",,,,"'Kbh, Rom, Kri'","'Kjøbenhavn, Rom, Christiania'",,woUF
B18690228FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-02-28,DRESDEN,Dre,pePFSt,,,,,,,woUF
B18690314FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-03-14,DRESDEN,Dre,"'peAuLa, peECR, peGAKH, peGAK, peGB, peBB, pePFS'",,,,"'N, Lei'","'Norge, Leipzig'",,"'woUF, woBr'"
B18690323MS,peHI,HENRIK IBSEN,peMS,MARTIN SCHNEEKLOTH,1869-03-23,DRESDEN,Dre,"'peCHau, peVB, peFH, peJB, peOVM, peOF, peSiI, peKAH, pePFS'",,orgGyl,,"'It, Rom, Kbh, Ty, Bo, BerGad'","'Italien, Rom, Kbhvn, Tyrol, Botzen, Berchtesgaden'",,"'woUF, woKG, woBr'"
B18690407FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-04-07,DRESDEN,Dre,"'peCP, peBB'",,,,,,,woUF
B18690418KB,peHI,HENRIK IBSEN,peKB,KARL BOMHOFF,1869-04-18,[DRESDEN],Dre,,,,,,,"'Herrn Cand: pharm: Bomhoff., Palaisplatz., N,  4, Parterre.'",
B18690502FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-05-02,DRESDEN,Dre,"'peBB, peCHSch, peJSW'",,,,Dk,Danmark,,woUF
B18690509PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-05-09,DRESDEN,Dre,"'peHelm, peFH, peHLa'",,orgStort,,"'Lei, D'","'Leipzig, Tydskland'",,woKE
B18690516AI,peHI,HENRIK IBSEN,peAI,ANDREAS HORNBECK ISACHSEN,1869-05-17,DRESDEN,Dre,"'peTH, peJI'",,orgChrTh,,"'Dre, Kri, Berl'","'Dresden, Kristiania, Berlin'","'Herr Skuespiller A. H. Isachsen., in Christiania., (Norw, gen.)'","'woUF, woBr'"
B18690528LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1869-05-28,DRESDEN,Dre,"'pePFS, peJMD, peHoDi, peFH, peLuH, peSuI'",,orgStort,,"'Sthlm, Kas, Lei, Got'","'Stokholm, Cassel, Leipzig'",,"'woKE, woUF, woBr, woPG, woKG'"
B18690529JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-05-29,DRESDEN,Dre,,,orgStort,,,,,
B18690529Tho,peHI,HENRIK IBSEN,peTho,CHR. THORKILSEN,1869-05-29,DRESDEN,Dre,,,,,Kbh,Kjøbenhavn,,
B18690531PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-05-31,DRESDEN,Dre,"'peLD, peJJW, peJGTG, peAvonS'",,,,"'Sthlm, Lei, N, Kas'","'Stokholm, Leipzig, Norge, Cassel'",,woBr
B18690610FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-06-10,DRESDEN,Dre,"'peCHSch, peALCL, peGB'",,,,"'Kbh, D'","'Kjøbenhavn, Tyskland'",,"'woUF, woKG'"
B18690615FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-06-15,DRESDEN,Dre,,,orgKT,,,,,"'woBr, woKG'"
B18690615ALi,peHI,HENRIK IBSEN,peALi,ANDREAS CONRAD PUTSCHER LINDE,1869-06-15,DRESDEN,Dre,peFH,,orgKT,,"'N, Dk, Kri, Kbh'","'Norge, Danmarks, Christiania, Kjøbenhavn'",,woUF
B18690615PFS,peHI,HENRIK IBSEN,pePFS,PETER FRIEDRICH SIEBOLD,1869-06-15,DRESDEN,Dre,peLD,,,,Kas,Cassel,,
B18690616FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-06-16,DRESDEN,Dre,"'peLD, peBB, peMT'",,"'orgChrTh, orgKDTS, orgStort'",,"'Sthlm, Kbh, Kri'","'Stokholm, Kjøbenhavn, Kristiania'",,
B18690617JB,peHI,HENRIK IBSEN,peJB,JOHAN BRAVO,1869-06-17,DRESDEN,Dre,"'peSiI, peOVM'",,orgReg,,"'Kri, Rom, It'","'Kristiania, Rom, Italien'",,woUF
B18690617KB,peHI,HENRIK IBSEN,peKB,KARL BOMHOFF,1869-06-17,DRESDEN,Dre,,,,,,,,
B18690619LD,peHI,HENRIK IBSEN,peLD,LORENTZ DIETRICHSON,1869-06-19,DRESDEN,Dre,peHaWi,,orgKDTS,,"'N, SE, Sthlm'","'Norge, Sverig, Stokholm'",,woUF
B18690626GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1869-06-26,DRESDEN,Dre,"'peGGal, peRNi, peMMW, peJC, peJHL, peMAG'",,,,"'Rom, Kbh'","'Rom, Kbhvn'",,"'woBr, woUF, woKE'"
B18690706JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-07-06,DRESDEN,Dre,"'peEaE, pePMOL, peAFK'",,,,Sthlm,Stokholm,,
B18690715GB,peHI,HENRIK IBSEN,peGB,GEORG BRANDES,1869-07-15,DRESDEN,Dre,"'peBB, peBMi, peRaf, peMLut, peFH'",,,,"'Sthlm, Kbh'","'Stokholm, Kjøbenhavn'",,"'woUF, woPG, woBr'"
B18690718JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-07-18,DRESDEN,Dre,peSuI,,,,,,,
B18690719FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-07-19,DRESDEN,Dre,peEaE,,"'orgChrTh, orgKDTS, orgKT'",,"'Sthlm, SE'","'Stokholm, Sverig'",,woUF
B18690801JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-08-01,STOCKHOLM,Sthlm,,,,,,,,
B18690802JHT,peHI,HENRIK IBSEN,peJHT,JOHAN HERMAN THORESEN,1869-08-02,STOCKHOLM,Sthlm,"'peLKDaa, peJLo, peLD, peLovi'",,,,"'Dre, N'","'Dresden, Norge'",,
B18690922FH,peHI,HENRIK IBSEN,peFH,FREDERIK HEGEL,1869-09-22,STOCKHOLM,Sthlm,"'peGB, pePHa, peMJH, peRK, pePGP, peVB, peMT'",,"'orgKT, orgChrTh, orgKDTS'",,"'Kbh, Eg, SE'","'Kjøbenhavn, Egypten, Sverig'",,woUF
B18690922RK,peHI,HENRIK IBSEN,peRK,RICHARD KAUFMANN,1869-09-22,STOCKHOLM,Sthlm,,,,,,,,
